Shimmer_8F60	Shimmer_8F60	Shimmer_8F60	Shimmer_8F60	Shimmer_8F60	Shimmer_8F60	Shimmer_8F60	Shimmer_8F60	Shimmer_8F60	Shimmer_8F60	Shimmer_8F60	Shimmer_8F60	Shimmer_8F60	Shimmer_8F60	Shimmer_8F60	
5812.0	0.4191709064448961	1775644.53125	0.11510611952616212	1596.0	1.4324492E7	1973148.8037109375	-9837.0	-0.709460462267454	4216.0	0.30406478691873395	128.0	128.0	128.0	128.0	
10812.0	0.77977905032385	1775648.4375	0.3748161047477847	5197.0	1.432462E7	1973152.7099609375	-5344.0	-0.38541798417782597	5615.0	0.40496294557606527	128.0	128.0	128.0	128.0	
17887.0	1.2900395739125698	1775652.34375	0.8307690418683341	11519.0	1.4324748E7	1973156.6162109375	-2489.0	-0.17951073402294326	6368.0	0.45927053204423574	128.0	128.0	128.0	128.0	
24136.0	1.7407276321324865	1775656.25	1.2798704242551833	17746.0	1.4324876E7	1973160.5224609375	-3055.0	-0.22033157591004085	6390.0	0.46085720787730317	128.0	128.0	128.0	128.0	
29458.0	2.124558940477245	1775660.15625	1.6902424919894328	23436.0	1.4325004E7	1973164.4287109375	-4589.0	-0.3309661544521039	6022.0	0.43431644848781215	128.0	128.0	128.0	128.0	
34343.0	2.476873097046983	1775664.0625	2.1592494439184007	29939.0	1.4325132E7	1973168.3349609375	-6725.0	-0.48501795351719307	4404.0	0.31762365312858265	128.0	128.0	128.0	128.0	
35795.0	2.5815937020294313	1775667.96875	2.4049678331575195	33346.0	1.432526E7	1973172.2412109375	-8272.0	-0.5965901132333414	2449.0	0.17662586887191165	128.0	128.0	128.0	128.0	
31759.0	2.29051080829034	1775671.875	2.2374292895113577	31023.0	1.4325388E7	1973176.1474609375	-8546.0	-0.616351439517908	736.0	0.05308151877898202	128.0	128.0	128.0	128.0	
21793.0	1.5717466559108086	1775675.78125	1.5949698203766132	22115.0	1.4325516E7	1973180.0537109375	-16162.0	-1.1656297642743307	-322.0	-0.023223164465804635	128.0	128.0	128.0	128.0	
15074.0	1.0871614321662704	1775679.6875	1.1267562063641796	15623.0	1.4325644E7	1973183.9599609375	-20328.0	-1.466088469754275	-549.0	-0.03959477419790914	128.0	128.0	128.0	128.0	
4559.0	0.32880250558883023	1775683.59375	0.4456395442056113	6179.0	1.4325772E7	1973187.8662109375	-31304.0	-2.257695467197355	-1620.0	-0.11683703861678107	128.0	128.0	128.0	128.0	
2294.0	0.16544701641166407	1775687.5	0.20230116871609316	2805.0	1.43259E7	1973191.7724609375	-29126.0	-2.1006145597236827	-511.0	-0.036854152304429094	128.0	128.0	128.0	128.0	
1094.0	0.07890106188071512	1775691.40625	0.02618015124561205	363.0	1.4326028E7	1973195.6787109375	-25057.0	-1.8071516522349897	731.0	0.05272091063510307	128.0	128.0	128.0	128.0	
1102.0	0.07947803491092145	1775695.3125	-0.01997769117089404	-277.0	1.4326156E7	1973199.5849609375	-22515.0	-1.6238184718869295	1379.0	0.0994557260818155	128.0	128.0	128.0	128.0	
2281.0	0.1645094352375788	1775699.21875	0.05892337070982108	817.0	1.4326284E7	1973203.4912109375	-20509.0	-1.4791424845626933	1464.0	0.10558606452775772	128.0	128.0	128.0	128.0	
3633.0	0.2620178773424479	1775703.125	0.15534998838305333	2154.0	1.4326412E7	1973207.3974609375	-18674.0	-1.3467992957591173	1479.0	0.10666788895939458	128.0	128.0	128.0	128.0	
4509.0	0.3251964241500407	1775707.03125	0.1998490333377163	2771.0	1.432654E7	1973211.3037109375	-17309.0	-1.2483532724801627	1738.0	0.12534739081232438	128.0	128.0	128.0	128.0	
4470.0	0.32238368062778483	1775710.9375	0.19912781704995836	2761.0	1.4326668E7	1973215.2099609375	-16621.0	-1.1987335918824187	1709.0	0.12325586357782646	128.0	128.0	128.0	128.0	
4437.0	0.3200036668781837	1775714.84375	0.19047322159686345	2641.0	1.4326796E7	1973219.1162109375	-16337.0	-1.1782510493100942	1796.0	0.12953044528132027	128.0	128.0	128.0	128.0	
4085.0	0.2946168535491054	1775718.75	0.17814042307620326	2470.0	1.4326924E7	1973223.0224609375	-16256.0	-1.172409197379255	1615.0	0.11647643047290213	128.0	128.0	128.0	128.0	
3996.0	0.28819802858806	1775722.65625	0.15917243470817027	2207.0	1.4327052E7	1973226.9287109375	-15923.0	-1.1483926949969168	1789.0	0.1290255938798897	128.0	128.0	128.0	128.0	
3932.0	0.2835822443464094	1775726.5625	0.14849843364935322	2059.0	1.432718E7	1973230.8349609375	-15278.0	-1.1018742444365317	1873.0	0.13508381069705616	128.0	128.0	128.0	128.0	
3982.0	0.28718832578519893	1775730.46875	0.1462626631573037	2028.0	1.4327308E7	1973234.7412109375	-15155.0	-1.0930032840971093	1954.0	0.14092566262789522	128.0	128.0	128.0	128.0	
3961.0	0.2856737715809073	1775734.375	0.1603263807685829	2223.0	1.4327436E7	1973238.6474609375	-15603.0	-1.1253137737886636	1738.0	0.12534739081232438	128.0	128.0	128.0	128.0	
3984.0	0.2873325690427505	1775738.28125	0.1653027731541125	2292.0	1.4327564E7	1973242.5537109375	-15471.0	-1.1157937187902593	1692.0	0.12202979588863802	128.0	128.0	128.0	128.0	
4077.0	0.29403988051889907	1775742.1875	0.1606148672836861	2227.0	1.4327692E7	1973246.4599609375	-14979.0	-1.0803098774325701	1850.0	0.13342501323521297	128.0	128.0	128.0	128.0	
4104.0	0.2959871644958454	1775746.09375	0.14900328505078375	2066.0	1.432782E7	1973250.3662109375	-14106.0	-1.0173476955113048	2038.0	0.14698387944506164	128.0	128.0	128.0	128.0	
4416.0	0.3184891126738921	1775750.0	0.16025425913980715	2222.0	1.4327948E7	1973254.2724609375	-14452.0	-1.0423017790677285	2194.0	0.15823485353408498	128.0	128.0	128.0	128.0	
4488.0	0.32368186994574905	1775753.90625	0.1752555579251716	2430.0	1.4328076E7	1973258.1787109375	-14966.0	-1.0793722962584849	2058.0	0.14842631202057743	128.0	128.0	128.0	128.0	
4455.0	0.321301856196148	1775757.8125	0.1849198561811276	2564.0	1.4328204E7	1973262.0849609375	-15001.0	-1.0818965532656377	1891.0	0.13638200001502038	128.0	128.0	128.0	128.0	
4409.0	0.3179842612724616	1775761.71875	0.17770769330354852	2464.0	1.4328332E7	1973265.9912109375	-14435.0	-1.04107571137854	1945.0	0.14027656796891308	128.0	128.0	128.0	128.0	
4458.0	0.32151822108247535	1775765.625	0.16696157061595568	2315.0	1.432846E7	1973269.8974609375	-13860.0	-0.9996057748324604	2143.0	0.15455665046651967	128.0	128.0	128.0	128.0	
4618.0	0.3330576816866019	1775769.53125	0.16566338129799146	2297.0	1.4328588E7	1973273.8037109375	-13727.0	-0.9900135982052801	2321.0	0.16739430038861042	128.0	128.0	128.0	128.0	
4687.0	0.33803407407213143	1775773.4375	0.18290045057540544	2536.0	1.4328716E7	1973277.7099609375	-14281.0	-1.0299689805470682	2151.0	0.155133623496726	128.0	128.0	128.0	128.0	
4820.0	0.3476262506993116	1775777.34375	0.19523324909606565	2707.0	1.4328844E7	1973281.6162109375	-14466.0	-1.0433114818705895	2113.0	0.15239300160324593	128.0	128.0	128.0	128.0	
4892.0	0.35281900797116855	1775781.25	0.19645931678525413	2724.0	1.4328972E7	1973285.5224609375	-13961.0	-1.0068900593388153	2168.0	0.15635969118591442	128.0	128.0	128.0	128.0	
4868.0	0.35108808888054954	1775785.15625	0.18427076152214544	2555.0	1.43291E7	1973289.4287109375	-13306.0	-0.9596503924906722	2313.0	0.1668173273584041	128.0	128.0	128.0	128.0	
5115.0	0.3689021311881699	1775789.0625	0.18585743735521287	2577.0	1.4329228E7	1973293.3349609375	-13269.0	-0.956981892225968	2538.0	0.18304469383295702	128.0	128.0	128.0	128.0	
5188.0	0.3741670100888026	1775792.96875	0.20136358754200787	2792.0	1.4329356E7	1973297.2412109375	-13684.0	-0.9869123681679212	2396.0	0.17280342254679473	128.0	128.0	128.0	128.0	
5293.0	0.38173978111026063	1775796.875	0.2176630756453366	3018.0	1.4329484E7	1973301.1474609375	-14056.0	-1.0137416140725153	2275.0	0.16407670546492403	128.0	128.0	128.0	128.0	
5363.0	0.38678829512456603	1775800.78125	0.2145618456079776	2975.0	1.4329612E7	1973305.0537109375	-13542.0	-0.9766710968817589	2388.0	0.17222644951658841	128.0	128.0	128.0	128.0	
5373.0	0.3875095114123239	1775804.6875	0.20561876363977954	2851.0	1.432974E7	1973308.9599609375	-12684.0	-0.9147907393921304	2522.0	0.18189074777254438	128.0	128.0	128.0	128.0	
5496.0	0.3963804717517462	1775808.59375	0.20554664201100376	2850.0	1.4329868E7	1973312.8662109375	-12557.0	-0.9056312925376049	2646.0	0.19083382974074242	128.0	128.0	128.0	128.0	
5621.0	0.40539567534872	1775812.5	0.22480311689413987	3117.0	1.4329996E7	1973316.7724609375	-12962.0	-0.9348405521918002	2504.0	0.18059255845458014	128.0	128.0	128.0	128.0	
5788.0	0.41743998735427706	1775816.40625	0.23828986147521275	3304.0	1.4330124E7	1973320.6787109375	-13384.0	-0.9652758795351839	2484.0	0.17915012587906431	128.0	128.0	128.0	128.0	
5803.0	0.41852181178591397	1775820.3125	0.23562136121050853	3267.0	1.4330252E7	1973324.5849609375	-12623.0	-0.9103913200368071	2536.0	0.18290045057540544	128.0	128.0	128.0	128.0	
5856.0	0.4223442581110309	1775824.21875	0.22855344159048102	3169.0	1.433038E7	1973328.4912109375	-11837.0	-0.8537037198190356	2687.0	0.19379081652054986	128.0	128.0	128.0	128.0	
5987.0	0.43179219148065945	1775828.125	0.2293467795070147	3180.0	1.4330508E7	1973332.3974609375	-11615.0	-0.83769271823081	2807.0	0.20244541197364474	128.0	128.0	128.0	128.0	
6111.0	0.4407352734488575	1775832.03125	0.23619833424071482	3275.0	1.4330636E7	1973336.3037109375	-11877.0	-0.8565885849700672	2836.0	0.20453693920814267	128.0	128.0	128.0	128.0	
6229.0	0.44924562564440085	1775835.9375	0.25963786359284685	3600.0	1.4330764E7	1973340.2099609375	-12267.0	-0.8847160201926256	2629.0	0.189607762051554	128.0	128.0	128.0	128.0	
6303.0	0.45458262617380935	1775839.84375	0.26699426972797746	3702.0	1.4330892E7	1973344.1162109375	-11866.0	-0.8557952470535335	2601.0	0.18758835644583186	128.0	128.0	128.0	128.0	
6514.0	0.4698002898455012	1775843.75	0.2605754447669321	3613.0	1.433102E7	1973348.0224609375	-11315.0	-0.8160562295980728	2901.0	0.2092248450785691	128.0	128.0	128.0	128.0	
6551.0	0.4724687901102055	1775847.65625	0.2491802274203572	3455.0	1.4331148E7	1973351.9287109375	-10491.0	-0.7566280074868211	3096.0	0.22328856268984829	128.0	128.0	128.0	128.0	
6726.0	0.48509007514596886	1775851.5625	0.264758499235928	3671.0	1.4331276E7	1973355.8349609375	-10609.0	-0.7651383596823644	3055.0	0.22033157591004085	128.0	128.0	128.0	128.0	
6918.0	0.49893742787092066	1775855.46875	0.28444770389171886	3944.0	1.4331404E7	1973359.7412109375	-10958.0	-0.7903088081251155	2974.0	0.2144897239792018	128.0	128.0	128.0	128.0	
7003.0	0.5050677663168629	1775859.375	0.2923089614282801	4053.0	1.4331532E7	1973363.6474609375	-10792.0	-0.7783366177483342	2950.0	0.21275880488858281	128.0	128.0	128.0	128.0	
7149.0	0.5155975241181283	1775863.28125	0.2809137440817051	3895.0	1.433166E7	1973367.5537109375	-9814.0	-0.7078016648056108	3254.0	0.23468378003642323	128.0	128.0	128.0	128.0	
7309.0	0.5271369847222549	1775867.1875	0.2786779735896556	3864.0	1.4331788E7	1973371.4599609375	-9411.0	-0.6787366484089671	3445.0	0.24845901113259927	128.0	128.0	128.0	128.0	
7474.0	0.5390370534702603	1775871.09375	0.2900731909362305	4022.0	1.4331916E7	1973375.3662109375	-9297.0	-0.6705147827285269	3452.0	0.2489638625340298	128.0	128.0	128.0	128.0	
7691.0	0.5546874469146069	1775875.0	0.3086805711603845	4280.0	1.4332044E7	1973379.2724609375	-9600.0	-0.6923676362475916	3411.0	0.2460068757542224	128.0	128.0	128.0	128.0	
7824.0	0.5642796235417872	1775878.90625	0.31488303123510264	4366.0	1.4332172E7	1973383.1787109375	-9471.0	-0.6830639461355146	3458.0	0.24939659230668454	128.0	128.0	128.0	128.0	
7927.0	0.5717081513056936	1775882.8125	0.3125751391142773	4334.0	1.43323E7	1973387.0849609375	-8631.0	-0.6224817779638503	3593.0	0.2591330121914163	128.0	128.0	128.0	128.0	
8214.0	0.5924070587643455	1775886.71875	0.31106058490998567	4313.0	1.4332428E7	1973390.9912109375	-8232.0	-0.5937052480823097	3901.0	0.28134647385435985	128.0	128.0	128.0	128.0	
8480.0	0.6115914120187059	1775890.625	0.32930735699026076	4566.0	1.4332556E7	1973394.8974609375	-8346.0	-0.6019271137627499	3914.0	0.28228405502844517	128.0	128.0	128.0	128.0	
8587.0	0.6193084262977155	1775894.53125	0.34928504816115485	4843.0	1.4332684E7	1973398.8037109375	-8790.0	-0.6339491169392011	3744.0	0.2700233781365607	128.0	128.0	128.0	128.0	
8623.0	0.621904804933644	1775898.4375	0.35209779168341065	4882.0	1.4332812E7	1973402.7099609375	-8594.0	-0.6198132776991461	3741.0	0.2698070132502333	128.0	128.0	128.0	128.0	
8769.0	0.6324345627349094	1775902.34375	0.34849171024462106	4832.0	1.433294E7	1973406.6162109375	-8047.0	-0.5803627467587885	3937.0	0.28394285249028833	128.0	128.0	128.0	128.0	
8941.0	0.6448394828843454	1775906.25	0.3539008324028054	4907.0	1.4333068E7	1973410.5224609375	-7782.0	-0.5612505151332039	4034.0	0.29093865048154005	128.0	128.0	128.0	128.0	
9100.0	0.6563068218596961	1775910.15625	0.35779540035669805	4961.0	1.4333196E7	1973414.4287109375	-7944.0	-0.5729342189948821	4139.0	0.2985114215029981	128.0	128.0	128.0	128.0	
9216.0	0.664672930797688	1775914.0625	0.37993674039086595	5268.0	1.4333324E7	1973418.3349609375	-8484.0	-0.6118798985338091	3948.0	0.284736190406822	128.0	128.0	128.0	128.0	
9335.0	0.6732554046220071	1775917.96875	0.40352051300054953	5595.0	1.4333452E7	1973422.2412109375	-8837.0	-0.6373388334916632	3740.0	0.26973489162145753	128.0	128.0	128.0	128.0	
9329.0	0.6728226748493523	1775921.875	0.4030877832278948	5589.0	1.433358E7	1973426.1474609375	-8710.0	-0.6281793866371378	3740.0	0.26973489162145753	128.0	128.0	128.0	128.0	
9347.0	0.6741208641673165	1775925.78125	0.3947937959186788	5474.0	1.4333708E7	1973430.0537109375	-8187.0	-0.5904597747873992	3873.0	0.27932706824863773	128.0	128.0	128.0	128.0	
9379.0	0.6764287562881418	1775929.6875	0.40265505345524	5583.0	1.4333836E7	1973433.9599609375	-8575.0	-0.6184429667524061	3796.0	0.2737737028329018	128.0	128.0	128.0	128.0	
9468.0	0.6828475812491872	1775933.59375	0.42977278587493734	5959.0	1.4333964E7	1973437.8662109375	-9637.0	-0.6950361365122958	3509.0	0.2530747953742499	128.0	128.0	128.0	128.0	
9403.0	0.6781596753787608	1775937.5	0.4454231793192839	6176.0	1.4334092E7	1973441.7724609375	-10112.0	-0.7292939101807965	3227.0	0.23273649605947688	128.0	128.0	128.0	128.0	
9316.0	0.6718850936752669	1775941.40625	0.4374176785251711	6065.0	1.433422E7	1973445.6787109375	-10494.0	-0.7568443723731485	3251.0	0.23446741515009586	128.0	128.0	128.0	128.0	
9085.0	0.6552249974280593	1775945.3125	0.4211903120506182	5840.0	1.4334348E7	1973449.5849609375	-10289.0	-0.7420594384741114	3245.0	0.2340346853774411	128.0	128.0	128.0	128.0	
8844.0	0.6378436848930937	1775949.21875	0.4131848112565054	5729.0	1.4334476E7	1973453.4912109375	-11062.0	-0.7978094575177977	3115.0	0.22465887363658832	128.0	128.0	128.0	128.0	
8630.0	0.6224096563350745	1775953.125	0.41671877106651917	5778.0	1.4334604E7	1973457.3974609375	-12288.0	-0.8862305743969172	2852.0	0.20569088526855533	128.0	128.0	128.0	128.0	
8194.0	0.5909646261888297	1775957.03125	0.4127520814838507	5723.0	1.4334732E7	1973461.3037109375	-13157.0	-0.9489042698030794	2471.0	0.17821254470497905	128.0	128.0	128.0	128.0	
7720.0	0.5567789741491049	1775960.9375	0.38585071395048076	5350.0	1.433486E7	1973465.2099609375	-13215.0	-0.9530873242720753	2370.0	0.17092826019862417	128.0	128.0	128.0	128.0	
7267.0	0.5241078763136716	1775964.84375	0.35238627819851376	4886.0	1.4334988E7	1973469.1162109375	-13065.0	-0.9422690799557066	2381.0	0.17172159811515786	128.0	128.0	128.0	128.0	
6889.0	0.49684590063642275	1775968.75	0.3336346547168082	4626.0	1.4335116E7	1973473.0224609375	-13846.0	-0.9985960720295992	2263.0	0.16321124591961456	128.0	128.0	128.0	128.0	
6501.0	0.46886270867141594	1775972.65625	0.32757643789964175	4542.0	1.4335244E7	1973476.9287109375	-14706.0	-1.0606206727767793	1959.0	0.14128627077177416	128.0	128.0	128.0	128.0	
6173.0	0.44520681443295657	1775976.5625	0.32144609945369956	4457.0	1.4335372E7	1973480.8349609375	-15477.0	-1.116226448562914	1716.0	0.12376071497925699	128.0	128.0	128.0	128.0	
5736.0	0.41368966265793594	1775980.46875	0.2939677588901232	4076.0	1.43355E7	1973484.7412109375	-15252.0	-1.0999990820883612	1660.0	0.1197219037678127	128.0	128.0	128.0	128.0	
5640.0	0.40676598629546007	1775984.375	0.2808416224529293	3894.0	1.4335628E7	1973488.6474609375	-15074.0	-1.0871614321662704	1746.0	0.12592436384253072	128.0	128.0	128.0	128.0	
5384.0	0.3883028493288576	1775988.28125	0.2527863088591467	3505.0	1.4335756E7	1973492.5537109375	-15033.0	-1.084204445386463	1879.0	0.1355165404697109	128.0	128.0	128.0	128.0	
5118.0	0.36911849607449726	1775992.1875	0.2467280920419803	3421.0	1.4335884E7	1973496.4599609375	-15585.0	-1.1240155844706994	1697.0	0.12239040403251697	128.0	128.0	128.0	128.0	
4947.0	0.35678569755383704	1775996.09375	0.2508390248822004	3478.0	1.4336012E7	1973500.3662109375	-16581.0	-1.195848726731387	1469.0	0.10594667267163667	128.0	128.0	128.0	128.0	
4744.0	0.3421450069123515	1776000.0	0.2434826187470697	3376.0	1.433614E7	1973504.2724609375	-16367.0	-1.1804146981733679	1368.0	0.0986623881652818	128.0	128.0	128.0	128.0	
4596.0	0.33147100585353445	1776003.90625	0.2246588736365883	3115.0	1.4336268E7	1973508.1787109375	-16125.0	-1.1629612640096265	1481.0	0.10681213221694616	128.0	128.0	128.0	128.0	
4464.0	0.3219509508551301	1776007.8125	0.2129751697749102	2953.0	1.4336396E7	1973512.0849609375	-15679.0	-1.1307950175756238	1511.0	0.10897578108021988	128.0	128.0	128.0	128.0	
4468.0	0.32223943737023325	1776011.71875	0.21997096776616193	3050.0	1.4336524E7	1973515.9912109375	-16326.0	-1.1774577113935605	1418.0	0.10226846960407134	128.0	128.0	128.0	128.0	
4484.0	0.3233933834306459	1776015.625	0.23230376628682212	3221.0	1.4336652E7	1973519.8974609375	-16942.0	-1.2218846347194476	1263.0	0.09108961714382377	128.0	128.0	128.0	128.0	
4411.0	0.3181285045300132	1776019.53125	0.22891404973435997	3174.0	1.433678E7	1973523.8037109375	-16959.0	-1.223110702408636	1237.0	0.08921445479565321	128.0	128.0	128.0	128.0	
4230.0	0.305074489721595	1776023.4375	0.21398487257777124	2967.0	1.4336908E7	1973527.7099609375	-16210.0	-1.1690916024555686	1263.0	0.09108961714382377	128.0	128.0	128.0	128.0	
4327.0	0.31207028771284673	1776027.34375	0.20186843894343842	2799.0	1.4337036E7	1973531.6162109375	-16012.0	-1.154811519957962	1528.0	0.11020184876940832	128.0	128.0	128.0	128.0	
4276.0	0.3083920846452814	1776031.25	0.20864787204836271	2893.0	1.4337164E7	1973535.5224609375	-16356.0	-1.1796213602568342	1383.0	0.09974421259691867	128.0	128.0	128.0	128.0	
4298.0	0.3099787604783488	1776035.15625	0.22776010367394733	3158.0	1.4337292E7	1973539.4287109375	-17107.0	-1.233784703467453	1140.0	0.0822186568044015	128.0	128.0	128.0	128.0	
4226.0	0.30478600320649185	1776039.0625	0.23064496882497892	3198.0	1.433742E7	1973543.3349609375	-16663.0	-1.2017627002910019	1028.0	0.07414103438151293	128.0	128.0	128.0	128.0	
4291.0	0.3094739090769183	1776042.96875	0.2186727784481977	3032.0	1.4337548E7	1973547.2412109375	-16266.0	-1.1731304136670129	1259.0	0.0908011306287206	128.0	128.0	128.0	128.0	
4403.0	0.31755153149980686	1776046.875	0.21398487257777127	2967.0	1.4337676E7	1973551.1474609375	-15918.0	-1.1480320868530378	1436.0	0.10356665892203558	128.0	128.0	128.0	128.0	
4467.0	0.32216731574145746	1776050.78125	0.2201873326524893	3053.0	1.4337804E7	1973555.0537109375	-16420.0	-1.1842371444984847	1414.0	0.10197998308896818	128.0	128.0	128.0	128.0	
4496.0	0.32425884297595536	1776054.6875	0.23648682075581798	3279.0	1.4337932E7	1973558.9599609375	-16885.0	-1.2177737018792274	1217.0	0.08777202222013739	128.0	128.0	128.0	128.0	
4408.0	0.3179121396436858	1776058.59375	0.23223164465804635	3220.0	1.433806E7	1973562.8662109375	-16642.0	-1.2002481460867103	1188.0	0.08568049498563945	128.0	128.0	128.0	128.0	
4433.0	0.31971518036308055	1776062.5	0.22840919833292941	3167.0	1.4338188E7	1973566.7724609375	-16521.0	-1.1915214290048397	1266.0	0.09130598203015114	128.0	128.0	128.0	128.0	
4495.0	0.3241867213471796	1776066.40625	0.21759095401656078	3017.0	1.4338316E7	1973570.6787109375	-15829.0	-1.1416132618919923	1478.0	0.10659576733061879	128.0	128.0	128.0	128.0	
4531.0	0.32678309998310806	1776070.3125	0.21672549447125133	3005.0	1.4338444E7	1973574.5849609375	-15962.0	-1.1512054385191726	1526.0	0.11005760551185674	128.0	128.0	128.0	128.0	
4554.0	0.3284418974449512	1776074.21875	0.23194315814294314	3216.0	1.4338572E7	1973578.4912109375	-16554.0	-1.1939014427544408	1338.0	0.09649873930200807	128.0	128.0	128.0	128.0	
4509.0	0.3251964241500407	1776078.125	0.24348261874706972	3376.0	1.43387E7	1973582.3974609375	-16964.0	-1.223471310552515	1133.0	0.08171380540297096	128.0	128.0	128.0	128.0	
4497.0	0.32433096460473115	1776082.03125	0.23100557696885787	3203.0	1.4338828E7	1973586.3037109375	-16312.0	-1.1764480085906994	1294.0	0.09332538763587328	128.0	128.0	128.0	128.0	
4464.0	0.3219509508551301	1776085.9375	0.21730246750145765	3013.0	1.4338956E7	1973590.2099609375	-15956.0	-1.1507727087465178	1451.0	0.10464848335367244	128.0	128.0	128.0	128.0	
4540.0	0.32743219464209017	1776089.84375	0.21730246750145765	3013.0	1.4339084E7	1973594.1162109375	-15936.0	-1.149330276171002	1527.0	0.11012972714063253	128.0	128.0	128.0	128.0	
4493.0	0.324042478089628	1776093.75	0.2307892120825305	3200.0	1.4339212E7	1973598.0224609375	-16794.0	-1.2112106336606305	1293.0	0.09325326600709749	128.0	128.0	128.0	128.0	
4422.0	0.31892184244654687	1776097.65625	0.24023714545215913	3331.0	1.433934E7	1973601.9287109375	-16845.0	-1.2148888367281958	1091.0	0.07868469699438775	128.0	128.0	128.0	128.0	
4394.0	0.31690243684082475	1776101.5625	0.23064496882497898	3198.0	1.4339468E7	1973605.8349609375	-16451.0	-1.1864729149905342	1196.0	0.08625746801584579	128.0	128.0	128.0	128.0	
4373.0	0.3153878826365331	1776105.46875	0.22191825174310825	3077.0	1.4339596E7	1973609.7412109375	-15937.0	-1.1494023977997778	1296.0	0.09346963089342486	128.0	128.0	128.0	128.0	
4404.0	0.31762365312858265	1776109.375	0.21903338659207666	3037.0	1.4339724E7	1973613.6474609375	-15932.0	-1.1490417896558989	1367.0	0.098590266536506	128.0	128.0	128.0	128.0	
4539.0	0.3273600730133144	1776113.28125	0.23439529352132005	3250.0	1.4339852E7	1973617.5537109375	-16833.0	-1.2140233771828863	1289.0	0.09296477949199433	128.0	128.0	128.0	128.0	
4393.0	0.31683031521204896	1776117.1875	0.24247291594420867	3362.0	1.433998E7	1973621.4599609375	-16873.0	-1.216908242333918	1031.0	0.07435739926784031	128.0	128.0	128.0	128.0	
4467.0	0.32216731574145746	1776121.09375	0.23316922583213162	3233.0	1.4340108E7	1973625.3662109375	-16470.0	-1.1878432259372742	1234.0	0.08899808990932584	128.0	128.0	128.0	128.0	
4414.0	0.31834486941634055	1776125.0	0.22357704920495144	3100.0	1.4340236E7	1973629.2724609375	-16120.0	-1.1626006558657476	1314.0	0.0947678202113891	128.0	128.0	128.0	128.0	
