TIMESTAMP_MS,COUNTER,DEVICE_ID,PULSE_BPM,SPO2_PCT,SPO2_STATUS,PLETH,BATTERY_PCT,RED_ADC,IR_ADC,PERFUSION_INDEX
0,9,1,79,99.9,0,15028,96.3,199927,107577,3.2
10,10,1,79,99.9,0,14404,96.3,200006,107651,3.2
20,11,1,79,99.9,0,13805,96.3,200028,107695,3.2
30,12,1,79,99.9,0,13218,96.3,200043,107701,3.2
40,13,1,79,99.9,0,12645,96.3,200018,107662,3.2
50,14,1,79,99.9,0,12110,96.3,199939,107529,3.2
60,15,1,79,99.9,0,11600,96.3,199770,107273,3.2
70,16,1,79,99.9,0,11154,96.3,199524,106992,3.2
80,17,1,79,99.9,0,10824,96.3,199227,106624,3.2
90,18,1,79,99.9,0,10659,96.3,198923,106204,3.2
100,19,1,79,99.9,0,10725,96.3,198532,105697,3.2
110,20,1,79,99.9,0,11110,96.3,198161,105241,3.2
120,21,1,79,99.9,0,11905,96.3,197812,104840,3.2
130,22,1,79,99.9,0,13160,96.3,197551,104535,3.2
140,23,1,79,99.9,0,14941,96.3,197315,104294,3.2
150,24,1,79,99.9,0,17274,96.3,197144,104094,3.2
160,25,1,79,99.9,0,20135,96.3,197000,103941,3.2
170,26,1,79,99.9,0,23490,96.3,196862,103800,3.2
180,27,1,79,99.9,0,27251,96.3,196724,103689,3.2
190,28,1,79,99.9,0,31321,96.3,196636,103580,3.2
200,29,1,79,99.9,0,35587,96.3,196571,103489,3.2
210,30,1,79,99.9,0,39931,96.3,196478,103407,3.2
220,31,1,79,99.9,0,44208,96.3,196423,103353,3.2
230,32,1,79,99.9,0,48296,96.3,196379,103339,3.2
240,33,1,79,99.9,0,52089,96.3,196367,103327,3.2
250,34,1,79,99.9,0,55505,96.3,196395,103329,3.2
260,35,1,79,99.9,0,58464,96.3,196359,103374,3.2
270,36,1,79,99.9,0,60925,96.3,196407,103426,3.2
280,37,1,79,99.9,0,62258,96.3,196462,103509,3.2
290,38,1,79,99.9,0,62258,96.3,196540,103612,3.2
300,39,1,79,99.9,0,62258,96.3,196638,103715,3.2
310,40,1,79,99.9,0,62258,96.3,196714,103816,3.2
320,41,1,79,99.9,0,62130,96.3,196765,103896,3.2
330,42,1,79,99.9,8,61735,96.3,196768,103932,3.2
340,43,1,79,99.9,0,61016,96.3,196828,104023,3.2
350,44,1,79,99.9,0,60020,96.3,196962,104115,3.2
360,45,1,79,99.9,0,58804,96.3,197006,104190,3.2
370,46,1,79,99.9,0,57415,96.3,197054,104238,3.3
380,47,1,79,99.9,0,55923,96.3,197136,104314,3.3
390,48,1,79,99.9,0,54374,96.3,197141,104351,3.3
400,49,1,79,99.9,0,52802,96.3,197217,104420,3.3
410,50,1,79,99.9,0,51242,96.3,197342,104499,3.3
420,51,1,79,99.9,0,49728,96.3,197353,104545,3.3
430,52,1,79,99.9,0,48283,96.3,197487,104621,3.3
440,53,1,79,99.9,0,46930,96.3,197513,104694,3.3
450,54,1,79,99.9,0,45658,96.3,197618,104793,3.3
460,55,1,79,99.9,0,44489,96.3,197658,104853,3.3
470,56,1,79,99.9,0,43412,96.3,197728,104910,3.3
480,57,1,79,99.9,0,42415,96.3,197780,105002,3.3
490,58,1,79,99.9,0,41476,96.3,197833,105051,3.3
500,59,1,79,99.9,0,40592,96.3,197876,105145,3.3
510,60,1,79,99.9,0,39743,96.3,197991,105220,3.3
520,61,1,79,99.9,0,38926,96.3,197986,105272,3.3
530,62,1,79,99.9,0,38119,96.3,198103,105371,3.3
540,63,1,79,99.9,0,37309,96.3,198138,105443,3.3
550,64,1,79,99.9,0,36497,96.3,198230,105524,3.3
560,65,1,79,99.9,0,35671,96.3,198248,105607,3.3
570,66,1,79,99.9,0,34830,96.3,198315,105668,3.3
580,67,1,79,99.9,0,33985,96.3,198370,105769,3.3
590,68,1,79,99.9,0,33102,96.3,198444,105831,3.3
600,69,1,79,99.9,0,32203,96.3,198510,105912,3.3
610,70,1,79,99.9,0,31277,96.3,198595,106004,3.3
620,71,1,79,99.9,0,30347,96.3,198634,106072,3.3
630,72,1,79,99.9,0,29427,96.3,198725,106158,3.3
640,73,1,79,99.9,0,28491,96.3,198755,106233,3.3
650,74,1,79,99.9,0,27552,96.3,198799,106271,3.3
660,75,1,79,99.9,0,26623,96.3,198844,106347,3.3
670,76,1,79,99.9,0,25691,96.3,198961,106440,3.3
680,77,1,79,99.9,0,24793,96.3,199013,106496,3.3
690,78,1,79,99.9,0,23918,96.3,199030,106562,3.3
700,79,1,79,99.9,0,23053,96.3,199063,106597,3.3
710,80,1,79,99.9,0,22223,96.3,199119,106682,3.3
720,81,1,79,99.9,0,21428,96.3,199173,106748,3.3
730,82,1,79,99.9,0,20668,96.3,199241,106810,3.3
740,83,1,79,99.9,0,19944,96.3,199277,106856,3.3
750,84,1,79,99.9,0,19256,96.3,199307,106922,3.3
760,85,1,79,99.9,0,18579,96.3,199374,107011,3.3
770,86,1,79,99.9,0,17951,96.3,199428,107062,3.3
780,87,1,79,99.9,0,17358,96.3,199497,107109,3.3
790,88,1,79,99.9,0,16778,96.3,199490,107111,3.3
800,89,1,79,99.9,0,16234,96.3,199476,107056,3.3
810,90,1,79,99.9,0,15727,96.3,199292,106867,3.3
820,91,1,79,99.9,0,15269,96.3,199143,106633,3.3
830,92,1,79,99.9,0,14897,96.3,198944,106351,3.3
840,93,1,79,99.9,0,14636,96.3,198655,105979,3.3
850,94,1,79,99.9,0,14549,96.3,198267,105517,3.3
860,95,1,79,99.9,0,14720,96.3,197896,105003,3.3
870,96,1,79,99.9,0,15214,96.3,197512,104578,3.3
880,97,1,79,99.9,0,16104,96.3,197309,104276,3.3
890,98,1,79,99.9,0,17441,96.3,197025,104012,3.3
900,99,1,79,99.9,0,19276,96.3,196884,103823,3.3
910,100,1,79,99.9,0,21623,96.3,196745,103644,3.3
920,101,1,79,99.9,0,24460,96.3,196671,103531,3.3
930,102,1,79,99.9,0,27728,96.3,196562,103408,3.3
940,103,1,79,99.9,0,31355,96.3,196482,103309,3.3
950,104,1,79,99.9,0,35221,96.3,196445,103247,3.3
960,105,1,79,99.9,0,39213,96.3,196390,103177,3.3
970,106,1,79,99.9,0,43202,96.3,196347,103155,3.3
980,107,1,79,99.9,0,47061,96.3,196311,103127,3.3
990,108,1,79,99.9,0,50671,96.3,196313,103108,3.3
1000,109,1,79,99.9,0,53956,96.3,196299,103124,3.3
1010,110,1,79,99.9,0,56849,96.3,196324,103160,3.3
1020,111,1,79,99.9,0,59261,96.3,196397,103198,3.3
1030,112,1,79,99.9,0,61192,96.3,196441,103294,3.3
1040,113,1,79,99.9,0,62258,96.3,196536,103393,3.3
1050,114,1,79,99.9,0,62258,96.3,196620,103503,3.3
1060,115,1,79,99.9,0,62258,96.3,196733,103614,3.3
1070,116,1,79,99.9,0,62258,96.3,196827,103738,3.3
1080,117,1,79,99.9,8,61878,96.3,196926,103848,3.3
1090,118,1,79,99.9,0,61142,96.3,196994,103925,3.3
1100,119,1,79,99.9,0,60122,96.3,197051,104011,3.3
1110,120,1,79,99.9,0,58855,96.3,197128,104114,3.3
1120,121,1,79,99.9,0,57387,96.3,197181,104158,3.3
1130,122,1,79,99.9,0,55777,96.3,197247,104237,3.3
1140,123,1,79,99.9,0,54097,96.3,197277,104295,3.3
1150,124,1,79,99.9,0,52370,96.3,197321,104350,3.3
1160,125,1,79,99.9,0,50642,96.3,197363,104381,3.3
1170,126,1,79,99.9,0,48950,96.3,197404,104443,3.3
1180,127,1,79,99.9,0,47328,96.3,197457,104527,3.3
1190,128,1,79,99.9,0,45812,96.3,197472,104585,3.3
1200,129,1,79,99.9,0,44414,96.3,197592,104632,3.3
1210,130,1,79,99.9,0,43109,96.3,197611,104706,3.3
1220,131,1,79,99.9,0,41933,96.3,197669,104771,3.3
1230,132,1,79,99.9,0,40876,96.3,197728,104831,3.3
1240,133,1,79,99.9,0,39924,96.3,197751,104916,3.3
1250,134,1,79,99.9,0,39042,96.3,197851,104984,3.3
1260,135,1,79,99.9,0,38242,96.3,197903,105072,3.3
1270,136,1,79,99.9,0,37476,96.3,197978,105148,3.3
1280,137,1,79,99.9,0,36769,96.3,198019,105229,3.3
1290,138,1,79,99.9,0,36071,96.3,198095,105316,3.3
1300,139,1,79,99.9,0,35371,96.3,198187,105389,3.3
1310,140,1,79,99.9,0,34669,96.3,198235,105481,3.3
1320,141,1,79,99.9,0,33928,96.3,198289,105545,3.3
1330,142,1,79,99.9,0,33171,96.3,198323,105616,3.3
1340,143,1,79,99.9,0,32362,96.3,198382,105717,3.3
1350,144,1,79,99.9,0,31526,96.3,198462,105776,3.3
1360,145,1,79,99.9,0,30662,96.3,198512,105864,3.3
1370,146,1,78,99.9,0,29758,96.3,198598,105953,3.3
1380,147,1,78,99.9,0,28826,96.3,198637,106030,3.3
1390,148,1,78,99.9,0,27879,96.3,198737,106114,3.3
1400,149,1,78,99.9,0,26929,96.3,198828,106183,3.3
1410,150,1,78,99.9,0,25965,96.3,198854,106248,3.3
1420,151,1,78,99.9,0,25010,96.3,198922,106322,3.3
1430,152,1,78,99.9,0,24065,96.3,198961,106375,3.3
1440,153,1,78,99.9,0,23131,96.3,199023,106453,3.3
1450,154,1,78,99.9,0,22220,96.3,199083,106528,3.3
1460,155,1,78,99.9,0,21319,96.3,199176,106609,3.3
1470,156,1,78,99.9,0,20455,96.3,199192,106665,3.3
1480,157,1,78,99.9,0,19627,96.3,199288,106742,3.3
1490,158,1,78,99.9,0,18836,96.3,199311,106820,3.3
1500,159,1,78,99.9,0,18082,96.7,199325,106872,3.3
1510,160,1,78,99.9,0,17351,96.7,199403,106936,3.3
1520,161,1,78,99.9,0,16658,96.7,199464,107012,3.3
1530,162,1,78,99.9,0,15990,96.7,199507,107082,3.3
1540,163,1,78,99.9,0,15346,96.7,199596,107166,3.3
1550,164,1,78,99.9,0,14740,96.7,199617,107246,3.3
1560,165,1,78,99.9,0,14147,96.7,199684,107307,3.3
1570,166,1,78,99.9,0,13565,96.7,199737,107369,3.3
1580,167,1,78,99.9,0,12997,96.7,199787,107396,3.3
1590,168,1,78,99.9,0,12441,96.7,199729,107359,3.3
1600,169,1,78,99.9,0,11885,96.7,199622,107218,3.3
1610,170,1,78,99.9,0,11380,96.7,199439,106977,3.3
1620,171,1,78,99.9,0,10913,96.7,199238,106672,3.3
1630,172,1,78,99.9,0,10561,96.7,198982,106344,3.3
1640,173,1,78,99.9,0,10360,96.7,198666,105933,3.3
1650,174,1,78,99.9,0,10387,96.7,198336,105496,3.3
1660,175,1,78,99.9,0,10706,96.7,197979,105018,3.3
1670,176,1,78,99.9,0,11431,96.7,197623,104643,3.3
1680,177,1,78,99.9,0,12612,96.7,197423,104376,3.3
1690,178,1,78,99.9,0,14300,96.7,197194,104108,3.3
1700,179,1,78,99.9,0,16511,96.7,197091,103961,3.3
1710,180,1,78,99.9,0,19232,96.7,196985,103821,3.3
1720,181,1,78,99.9,0,22428,96.7,196883,103703,3.3
1730,182,1,78,99.9,0,26013,96.7,196808,103582,3.3
1740,183,1,78,99.9,0,29889,96.7,196742,103510,3.3
1750,184,1,78,99.9,0,33946,96.7,196731,103449,3.3
1760,185,1,78,99.9,0,38055,96.7,196700,103384,3.3
1770,186,1,78,99.9,0,42099,96.7,196632,103322,3.3
1780,187,1,78,99.9,0,45932,96.7,196661,103322,3.3
1790,188,1,78,99.9,0,49474,96.7,196614,103315,3.3
1800,189,1,78,99.9,0,52630,96.7,196634,103335,3.3
1810,190,1,78,99.9,0,55336,96.7,196720,103386,3.3
1820,191,1,78,99.9,0,57550,96.7,196729,103444,3.3
1830,192,1,78,99.9,0,59259,96.7,196826,103534,3.3
1840,193,1,78,99.9,0,60463,96.7,196902,103642,3.3
1850,194,1,78,99.9,0,61162,96.7,196977,103773,3.3
1860,195,1,78,99.9,0,61396,96.7,197072,103872,3.3
1870,196,1,78,99.9,0,61205,96.7,197167,103982,3.3
1880,197,1,78,99.9,8,60614,96.7,197262,104079,3.3
1890,198,1,78,99.9,0,59675,96.7,197326,104143,3.3
1900,199,1,78,99.9,0,58442,96.7,197408,104215,3.3
1910,200,1,78,99.9,0,56978,96.7,197443,104295,3.3
1920,201,1,78,99.9,0,55347,96.7,197504,104343,3.3
1930,202,1,78,99.9,0,53600,96.7,197506,104367,3.3
1940,203,1,78,99.9,0,51790,96.7,197529,104403,3.3
1950,204,1,78,99.9,0,49966,96.7,197570,104477,3.3
1960,205,1,78,99.9,0,48193,96.7,197611,104506,3.3
1970,206,1,78,99.9,0,46496,96.7,197675,104549,3.3
1980,207,1,78,99.9,0,44914,96.7,197680,104623,3.3
1990,208,1,78,99.9,0,43446,96.7,197726,104688,3.3
2000,209,1,78,99.9,0,42119,96.7,197766,104724,3.3
2010,210,1,78,99.9,0,40919,96.7,197798,104781,3.3
2020,211,1,78,99.9,0,39873,96.7,197847,104835,3.3
2030,212,1,78,99.9,0,38942,96.7,197877,104893,3.3
2040,213,1,78,99.9,0,38100,96.7,197902,104984,3.3
2050,214,1,78,99.9,0,37361,96.7,197969,105041,3.3
2060,215,1,78,99.9,0,36672,96.7,198026,105100,3.3
2070,216,1,78,99.9,0,36033,96.7,198091,105160,3.3
2080,217,1,78,99.9,0,35419,96.7,198121,105225,3.3
2090,218,1,78,99.9,0,34816,96.7,198178,105298,3.3
2100,219,1,78,99.9,0,34197,96.7,198219,105361,3.3
2110,220,1,78,99.9,0,33563,96.7,198259,105413,3.3
2120,221,1,78,99.9,0,32873,96.7,198281,105492,3.3
2130,222,1,78,99.9,0,32154,96.7,198334,105543,3.3
2140,223,1,78,99.9,0,31419,96.7,198398,105614,3.3
2150,224,1,78,99.9,0,30628,96.7,198466,105708,3.3
2160,225,1,78,99.9,0,29820,96.7,198488,105750,3.3
2170,226,1,78,99.9,0,28969,96.7,198518,105813,3.3
2180,227,1,78,99.9,0,28103,96.7,198595,105902,3.3
2190,228,1,78,99.9,0,27234,96.7,198666,105948,3.3
2200,229,1,78,99.9,0,26348,96.7,198685,106044,3.3
2210,230,1,78,99.9,0,25474,96.7,198747,106083,3.3
2220,231,1,78,99.9,0,24598,96.7,198806,106134,3.3
2230,232,1,78,99.9,0,23720,96.7,198840,106200,3.3
2240,233,1,78,99.9,0,22867,96.7,198902,106242,3.3
2250,234,1,78,99.9,0,22026,96.7,198934,106314,3.3
2260,235,1,78,99.9,0,21225,96.7,198976,106383,3.3
2270,236,1,78,99.9,0,20449,96.7,199008,106442,3.3
2280,237,1,78,99.9,0,19713,96.7,199118,106514,3.3
2290,238,1,78,99.9,0,19003,96.7,199119,106546,3.3
2300,239,1,78,99.9,0,18320,96.7,199170,106611,3.3
2310,240,1,78,99.9,0,17677,96.7,199261,106681,3.3
2320,241,1,78,99.9,0,17061,96.7,199277,106723,3.3
2330,242,1,78,99.9,0,16444,96.7,199358,106794,3.3
2340,243,1,78,99.9,0,15855,96.7,199305,106821,3.3
2350,244,1,78,99.9,0,15306,96.7,199354,106810,3.3
2360,245,1,78,99.9,0,14757,96.7,199302,106702,3.3
2370,246,1,78,99.9,0,14235,96.7,199145,106515,3.6
2380,247,1,78,99.9,0,13782,96.7,198917,106268,3.6
2390,248,1,78,99.9,0,13411,96.7,198738,105980,3.6
2400,249,1,78,99.9,0,13178,96.7,198429,105594,3.6
2410,250,1,78,99.9,0,13151,96.7,198075,105135,3.6
2420,251,1,78,99.9,0,13400,96.7,197671,104631,3.6
2430,252,1,78,99.9,0,14007,96.7,197325,104238,3.6
2440,253,1,78,99.9,0,15055,96.7,197052,103909,3.6
2450,254,1,78,99.9,0,16615,96.7,196856,103684,3.6
2460,255,1,78,99.9,0,18729,96.7,196745,103499,3.6
2470,256,1,78,99.9,0,21385,96.7,196559,103332,3.6
2480,257,1,78,99.9,0,24572,96.7,196459,103205,3.6
2490,258,1,78,99.9,0,28225,96.7,196385,103119,3.6
2500,259,1,78,99.9,0,32224,96.7,196293,103028,3.6
2510,260,1,78,99.9,0,36475,96.7,196285,102972,3.6
2520,261,1,78,99.9,0,40836,96.7,196192,102903,3.6
2530,262,1,78,99.9,0,45165,96.7,196191,102853,3.6
2540,263,1,78,99.9,0,49332,96.7,196126,102861,3.6
2550,264,1,78,99.9,0,53222,96.7,196136,102821,3.6
2560,265,1,78,99.9,0,56732,96.7,196137,102838,3.6
2570,266,1,78,99.9,0,59777,96.7,196181,102878,3.6
2580,267,1,78,99.9,0,62258,96.7,196215,102933,3.6
2590,268,1,78,99.9,0,62258,96.7,196267,103017,3.6
2600,269,1,78,99.9,0,62258,96.7,196358,103098,3.6
2610,270,1,78,99.9,0,62258,96.7,196446,103230,3.6
2620,271,1,78,99.9,0,62258,96.7,196530,103345,3.6
2630,272,1,78,99.9,0,62198,96.7,196621,103456,3.6
2640,273,1,78,99.9,8,61765,96.7,196763,103550,3.6
2650,274,1,78,99.9,0,60996,96.7,196787,103618,3.6
2660,275,1,78,99.9,0,59952,96.7,196851,103723,3.6
2670,276,1,78,99.9,0,58657,96.7,196932,103799,3.6
2680,277,1,78,99.9,0,57195,96.7,196960,103866,3.6
2690,278,1,78,99.9,0,55602,96.7,197000,103911,3.6
2700,279,1,78,99.9,0,53937,96.7,197052,103945,3.6
2710,280,1,78,99.9,0,52249,96.7,197082,104011,3.6
2720,281,1,78,99.9,0,50585,96.7,197131,104092,3.6
2730,282,1,78,99.9,0,48968,96.7,197181,104138,3.6
2740,283,1,78,99.9,0,47411,96.7,197204,104178,3.6
2750,284,1,78,99.9,0,45972,96.7,197267,104242,3.6
2760,285,1,78,99.9,0,44642,96.7,197309,104314,3.6
2770,286,1,78,99.9,0,43442,96.7,197365,104365,3.6
2780,287,1,78,99.9,0,42362,96.7,197407,104421,3.6
2790,288,1,78,99.9,0,41389,96.7,197475,104502,3.6
2800,289,1,78,99.9,0,40511,96.7,197560,104594,3.6
2810,290,1,78,99.9,0,39704,96.7,197581,104642,3.6
2820,291,1,78,99.9,0,38957,96.7,197648,104740,3.6
2830,292,1,78,99.9,0,38256,96.7,197738,104820,3.6
2840,293,1,78,99.9,0,37578,96.7,197783,104890,3.6
2850,294,1,78,99.9,0,36898,96.7,197839,104979,3.6
2860,295,1,78,99.9,0,36215,96.7,197903,105057,3.6
2870,296,1,78,99.9,0,35518,96.7,197952,105111,3.6
2880,297,1,78,99.9,0,34769,96.7,198040,105208,3.6
2890,298,1,78,99.9,0,33981,96.7,198088,105272,3.6
2900,299,1,78,99.9,0,33152,96.7,198064,105369,3.6
2910,300,1,78,99.9,0,32307,96.7,198212,105443,3.6
2920,301,1,78,99.9,0,31422,96.7,198246,105541,3.6
2930,302,1,78,99.9,0,30496,96.7,198353,105592,3.6
2940,303,1,78,99.9,0,29554,96.7,198427,105685,3.6
4680,477,1,78,99.9,0,16871,96.7,198781,106123,3.6
4690,478,1,78,99.9,0,16532,96.7,198737,106051,3.6
4700,479,1,78,99.9,0,16193,96.7,198633,105936,3.6
4710,480,1,78,99.9,0,15895,96.7,198497,105730,3.6
4720,481,1,78,99.9,0,15651,96.7,198252,105457,3.6
4730,482,1,78,99.9,0,15501,96.7,198011,105144,3.6
4740,483,1,78,99.9,0,15473,96.7,197763,104783,3.6
4750,484,1,78,99.9,0,15649,96.7,197401,104321,3.6
4760,485,1,78,99.9,0,16097,96.7,197035,103869,3.6
4770,486,1,78,99.9,0,16897,96.7,196727,103499,3.6
4780,487,1,78,99.9,0,18121,96.7,196459,103192,3.6
4790,488,1,78,99.9,0,19822,96.7,196255,102967,3.6
4800,489,1,78,99.9,0,22043,96.7,196085,102770,3.6
4810,490,1,78,99.9,0,24788,96.1,195981,102630,3.6
4820,491,1,78,99.9,0,28005,96.1,195883,102510,3.6
4830,492,1,78,99.9,0,31615,96.1,195780,102419,3.6
4840,493,1,78,99.9,0,35555,96.1,195692,102344,3.6
4850,494,1,78,99.9,0,39687,96.1,195712,102288,3.6
4860,495,1,78,99.9,0,43883,96.1,195641,102239,3.6
4870,496,1,78,99.9,0,48018,96.1,195598,102213,3.6
4880,497,1,78,99.9,0,51949,96.1,195592,102191,3.6
4890,498,1,78,99.9,0,55589,96.1,195610,102185,3.6
4900,499,1,78,99.9,0,58855,96.1,195635,102197,3.6
4910,500,1,78,99.9,0,61647,96.1,195647,102257,3.6
4920,501,1,78,99.9,16,62258,96.1,195711,153449,3.6
