TIMESTAMP_MS,COUNTER,DEVICE_ID,PULSE_BPM,SPO2_PCT,SPO2_STATUS,PLETH,BATTERY_PCT,RED_ADC,IR_ADC,PERFUSION_INDEX
0,9,1,79,98.5,0,61264,6.4,215500,161124,10.1
10,10,1,79,98.5,8,60883,6.4,215882,161640,10.1
20,11,1,79,98.5,0,60180,6.4,216225,162080,10.1
30,12,1,79,98.5,0,59211,6.4,216482,162434,10.1
40,13,1,79,98.5,0,58012,6.4,216755,162763,10.1
50,14,1,79,98.5,0,56629,6.4,216953,163060,10.1
60,15,1,79,98.5,0,55110,6.4,217146,163253,10.1
70,16,1,79,98.5,0,53505,6.4,217269,163474,10.1
80,17,1,79,98.5,0,51855,6.4,217251,163687,10.1
90,18,1,79,98.5,0,50200,6.4,217566,163875,10.1
100,19,1,79,98.5,0,48571,6.4,217692,164078,10.1
110,20,1,79,98.5,0,47018,6.4,217895,164329,10.1
120,21,1,79,98.5,0,45546,6.4,218068,164578,10.1
130,22,1,79,98.5,0,44182,6.4,218300,164871,10.1
140,23,1,79,98.5,0,42932,6.4,218510,165214,10.1
150,24,1,79,98.5,0,41800,6.4,218736,165539,10.1
160,25,1,79,98.5,0,40777,6.4,219042,165910,10.1
170,26,1,79,98.5,0,39852,6.4,219344,166313,10.1
180,27,1,79,98.5,0,39007,6.4,219447,166706,10.1
190,28,1,79,98.5,0,38221,6.4,219954,167156,10.1
200,29,1,79,98.5,0,37472,6.4,220273,167625,10.1
210,30,1,79,98.5,0,36732,6.4,220593,168052,10.1
220,31,1,79,98.5,0,35989,6.4,220949,168559,10.1
230,32,1,79,98.5,0,35222,6.4,221338,169048,10.1
240,33,1,79,98.5,0,34412,6.4,221607,169470,10.1
250,34,1,79,98.5,0,33549,6.4,221999,169956,10.1
260,35,1,79,98.5,0,32620,6.4,222319,170464,10.1
270,36,1,79,98.5,0,31621,6.4,222611,170921,10.1
280,37,1,79,98.5,0,30555,6.4,223057,171390,10.1
290,38,1,79,98.5,0,29429,6.4,223338,171828,10.1
300,39,1,79,98.5,0,28242,6.4,223673,172281,10.1
310,40,1,79,98.5,0,27012,6.4,223969,172718,10.1
320,41,1,79,98.5,0,25745,6.4,224230,173117,10.1
330,42,1,79,98.5,0,24451,6.4,224614,173548,10.1
340,43,1,79,98.5,0,23149,6.4,224847,173866,10.1
350,44,1,79,98.5,0,21850,6.4,225170,174268,10.1
360,45,1,79,98.5,0,20572,6.4,225359,174635,10.1
370,46,1,79,98.5,0,19326,6.4,225600,174937,10.1
380,47,1,79,98.5,0,18125,6.4,225813,175248,10.1
390,48,1,79,98.5,0,16968,6.4,226080,175544,10.1
400,49,1,79,98.5,0,15880,6.4,226256,175862,10.1
410,50,1,79,98.5,0,14854,6.4,226455,176151,10.1
420,51,1,79,98.5,0,13902,6.4,226662,176464,10.1
430,52,1,79,98.5,0,13014,6.4,226854,176743,10.1
440,53,1,79,98.5,0,12201,6.4,227066,177001,10.1
450,54,1,79,98.5,0,11456,6.4,227298,177267,10.1
460,55,1,79,98.6,0,10776,6.4,227479,177569,10.1
470,56,1,79,98.6,0,10154,6.4,227689,177878,10.1
480,57,1,79,98.6,0,9578,6.4,227876,178122,10.1
490,58,1,79,98.6,0,9049,6.4,228010,178306,10.1
500,59,1,79,98.6,0,8560,6.4,228094,178409,10.1
510,60,1,79,98.6,0,8107,6.4,227984,178271,10.1
520,61,1,79,98.6,0,7695,6.4,227659,177676,10.1
530,62,1,79,98.6,0,7329,6.4,226496,176016,10.1
540,63,1,79,98.6,0,7039,6.4,224720,173457,10.1
550,64,1,79,98.6,0,6870,6.4,222596,170573,10.1
560,65,1,79,98.6,0,6928,6.4,220614,167987,10.1
570,66,1,79,98.6,0,7309,6.4,219135,165994,10.1
580,67,1,79,98.6,0,8124,6.4,218000,164469,10.1
590,68,1,79,98.6,0,9459,6.4,217154,163249,10.1
600,69,1,79,98.6,0,11395,6.4,216436,162279,10.1
610,70,1,79,98.6,0,13951,6.4,215862,161478,10.1
620,71,1,79,98.6,0,17117,6.4,215440,160828,10.1
630,72,1,79,98.6,0,20820,6.4,214968,160217,10.1
640,73,1,79,98.6,0,24966,6.4,214584,159732,10.1
650,74,1,79,98.6,0,29449,6.4,214230,159288,10.1
660,75,1,79,98.6,0,34117,6.4,213928,158883,10.1
670,76,1,79,98.6,0,38824,6.4,213630,158522,10.1
680,77,1,79,98.6,0,43433,6.1,213432,158203,10.1
690,78,1,79,98.6,0,47808,6.1,213225,157913,10.1
700,79,1,79,98.6,0,51836,6.1,213063,157694,10.1
710,80,1,79,98.6,0,55428,6.1,212950,157579,10.1
720,81,1,79,98.6,0,58532,6.1,212903,157535,10.1
730,82,1,79,98.6,0,61109,6.1,212931,157601,10.1
740,83,1,79,98.6,0,62258,6.1,213047,157814,10.1
750,84,1,79,98.6,0,62258,6.1,213335,158169,10.1
760,85,1,79,98.6,0,62258,6.1,213641,158612,10.1
770,86,1,79,98.6,0,62258,6.1,214040,159149,10.1
780,87,1,79,98.6,0,62211,6.1,214471,159688,10.1
790,88,1,79,98.6,8,61980,6.1,214869,160173,10.1
800,89,1,79,98.6,0,61446,6.1,215156,160657,10.1
810,90,1,79,98.6,0,60655,6.1,215482,161006,10.1
820,91,1,79,98.6,0,59639,6.1,215741,161362,10.1
830,92,1,79,98.6,0,58440,6.1,215955,161634,10.1
